aX,aY,aZ,gX,gY,gZ
-0.028,-0.060,0.058,15.400,-337.190,34.230
-0.165,-0.029,-0.016,15.680,-343.770,39.270
-0.160,-0.069,-0.256,10.360,-331.590,39.830
-0.140,-0.166,-0.305,3.780,-313.110,37.030
-0.099,-0.154,-0.348,-1.750,-302.260,38.780
-0.088,-0.255,-0.396,-0.280,-293.020,28.000
-0.086,-0.320,-0.509,4.690,-256.480,16.730
0.006,-0.256,-0.392,11.900,-257.250,15.050
0.069,-0.191,-0.299,25.970,-258.090,16.800
0.081,-0.270,-0.298,47.320,-262.640,9.730
0.063,-0.228,-0.415,51.730,-253.610,8.120
0.038,-0.156,-0.369,51.030,-249.270,9.730
0.050,-0.144,-0.364,45.990,-244.370,11.200
0.074,-0.006,-0.335,33.320,-243.320,15.050
0.114,-0.128,-0.309,24.290,-246.540,13.720
0.062,-0.159,-0.399,15.470,-247.940,13.090
0.081,-0.122,-0.419,13.720,-248.920,12.880
0.073,-0.143,-0.461,20.230,-249.970,11.060
0.157,-0.081,-0.500,51.030,-251.160,25.270
0.026,-0.325,-0.392,66.360,-271.950,2.380
0.041,-0.333,-0.863,24.780,-227.220,3.500
0.162,0.007,-0.443,5.460,-236.110,19.880
0.061,-0.413,-0.548,2.940,-248.710,0.000
0.022,-0.264,-0.821,-0.840,-242.480,0.560
0.052,-0.162,-0.890,5.250,-238.000,4.900
-0.016,-0.225,-0.947,16.730,-237.300,1.890
-0.018,-0.179,-1.094,25.970,-229.250,4.410
0.032,-0.192,-1.148,35.630,-221.970,7.280
0.039,-0.252,-1.224,40.320,-217.350,6.650
0.020,-0.264,-1.287,37.100,-211.260,7.280
0.010,-0.265,-1.396,39.480,-207.200,7.910
0.023,-0.308,-1.529,39.130,-201.110,7.560
0.004,-0.355,-1.641,42.070,-199.220,4.060
-0.048,-0.363,-1.774,46.480,-196.350,-1.400
-0.050,-0.301,-1.881,54.040,-195.160,0.140
-0.089,-0.297,-2.026,53.550,-195.930,1.540
-0.133,-0.269,-2.126,50.260,-196.840,8.400
-0.155,-0.234,-2.269,42.910,-201.530,15.540
-0.180,-0.297,-2.677,31.150,-230.790,16.730
-0.221,-0.333,-2.966,8.680,-280.840,18.550
-0.325,-0.414,-3.907,-13.160,-109.130,18.970
-0.311,-0.461,-3.887,-22.960,-2.380,15.540
-0.298,-0.483,-3.560,-31.640,62.790,11.480
-0.245,-0.605,-3.000,-37.450,103.670,-3.780
-0.196,-0.605,-2.505,-31.780,128.870,-19.320
-0.146,-0.505,-2.104,-22.890,139.510,-31.150
-0.102,-0.324,-1.882,-15.680,145.670,-38.150
-0.082,-0.202,-1.715,-14.350,144.620,-38.290

-0.262,-0.460,1.987,-31.710,257.530,-14.630
-0.196,-0.465,2.183,-23.310,250.040,-29.680
-0.163,-0.305,2.406,-6.090,234.570,-44.310
-0.148,-0.139,2.590,5.180,209.440,-49.350
-0.124,0.053,2.725,14.840,163.450,-47.040
-0.103,0.197,2.661,24.010,127.260,-39.480
-0.070,0.267,2.492,32.830,98.490,-26.460
-0.056,0.276,2.292,43.680,76.020,-17.850
-0.045,0.239,2.065,51.800,60.480,-10.430
-0.048,0.167,1.732,62.230,58.030,-7.140
-0.048,0.121,1.653,66.430,60.340,-4.480
-0.052,0.080,1.617,68.670,64.610,-3.220
-0.060,0.024,1.620,64.820,70.910,-4.060
-0.066,0.018,1.714,53.270,75.950,-6.090
-0.057,0.048,1.991,35.140,70.210,-6.510
-0.045,0.112,2.149,15.610,56.280,-4.550
-0.047,0.130,2.214,-7.700,41.580,-1.050
-0.043,0.141,2.231,-29.680,28.350,1.890
-0.050,0.124,2.226,-40.320,14.980,3.920
-0.069,0.132,2.272,-43.750,6.300,7.280
-0.068,0.159,2.349,-35.210,-5.880,12.670
-0.081,0.161,2.398,-24.710,-14.490,17.010
-0.108,0.125,2.533,-10.640,-29.610,19.950
-0.120,0.079,2.758,7.420,-46.480,21.000
-0.142,0.017,2.874,23.800,-66.990,18.480
-0.158,-0.012,2.951,48.650,-94.150,15.190
-0.188,-0.012,2.975,59.290,-143.080,13.020
-0.240,0.021,2.869,69.160,-165.480,12.250
-0.288,0.009,2.785,73.570,-189.560,10.920
-0.327,0.012,2.675,70.280,-211.190,9.100
-0.370,0.057,2.533,62.580,-229.460,9.870
-0.398,0.078,2.370,51.800,-245.910,10.570
-0.440,0.099,2.202,41.580,-253.680,11.550
-0.477,0.122,2.111,31.780,-259.140,13.090
-0.504,0.161,2.090,18.900,-265.300,14.770
-0.536,0.150,2.097,12.390,-273.490,14.980
-0.561,0.137,2.143,7.770,-290.570,14.350
-0.623,0.094,2.121,6.510,-303.170,10.640
-0.650,0.062,2.147,9.870,-319.690,5.460
-0.687,0.050,2.135,12.320,-338.310,2.240
-0.727,0.054,2.107,16.590,-365.960,0.560
-0.780,0.040,1.948,23.660,-382.340,-2.030
-0.802,0.007,1.758,39.340,-392.910,-5.950
-0.811,-0.009,1.565,51.310,-398.160,-10.220
-0.834,0.015,1.260,53.900,-398.230,-13.090
-0.793,0.137,1.041,67.690,-388.150,-2.590
-0.777,0.214,0.919,75.040,-375.620,6.020
-0.776,0.284,0.826,73.430,-354.340,21.070
-0.718,0.239,0.875,74.200,-346.500,33.250
-0.682,0.149,0.934,64.260,-348.040,39.340
-0.644,0.068,0.891,42.280,-354.550,43.470
-0.630,0.039,0.764,27.020,-352.870,46.900
-0.482,-0.076,0.918,12.040,-361.760,40.600
-0.626,-0.067,0.731,5.670,-363.160,40.390
-0.549,0.000,0.692,10.570,-367.080,38.080
-0.540,-0.073,0.651,15.610,-376.810,34.510
-0.534,-0.022,0.479,22.190,-379.680,33.950
-0.492,0.040,0.325,18.340,-390.740,36.120
-0.477,0.125,0.078,18.900,-388.640,43.330
-0.460,0.160,-0.094,17.850,-379.960,53.900
-0.448,0.104,-0.176,18.900,-369.530,61.740
-0.458,-0.050,-0.227,28.420,-349.090,60.900
-0.364,-0.169,-0.169,17.080,-337.610,52.220
-0.323,-0.121,-0.151,20.090,-333.970,49.700
-0.291,-0.101,-0.163,23.590,-327.880,49.070
-0.308,-0.088,-0.208,23.030,-321.790,49.910
-0.323,-0.136,-0.267,26.040,-310.310,47.390
-0.287,-0.161,-0.262,28.560,-302.890,44.730
-0.260,-0.088,-0.368,33.740,-288.540,47.460
-0.233,-0.006,-0.341,38.290,-280.070,55.230
-0.219,0.060,-0.268,36.820,-279.230,63.280
-0.207,0.046,-0.229,36.680,-286.650,69.300
-0.237,-0.023,-0.243,33.810,-292.810,71.610
-0.211,-0.076,-0.280,36.820,-296.800,77.910
-0.254,-0.207,-0.193,32.340,-310.590,74.270
-0.321,-0.325,-0.384,15.960,-313.110,67.130
-0.268,-0.349,-0.442,4.970,-309.540,57.890
-0.332,-0.386,-0.459,2.240,-313.530,49.910
-0.338,-0.375,-0.590,4.130,-313.600,43.120
-0.332,-0.341,-0.702,9.310,-309.610,38.850
-0.333,-0.296,-0.773,17.080,-304.920,35.490
-0.349,-0.302,-0.828,24.780,-301.490,31.570
-0.352,-0.270,-0.914,33.950,-293.510,29.960
-0.340,-0.242,-0.921,39.410,-290.500,28.980
-0.347,-0.210,-0.937,46.340,-291.620,30.030
-0.346,-0.216,-1.001,45.850,-294.140,31.360
-0.392,-0.202,-1.146,42.840,-300.860,34.370
-0.465,-0.205,-1.252,35.630,-308.140,39.130
-0.535,-0.193,-1.412,28.350,-316.750,45.500
-0.650,-0.187,-1.752,14.770,-322.490,54.460
-0.752,-0.213,-1.930,-3.080,-333.410,67.200
-0.876,-0.316,-2.261,-32.900,-343.210,73.920
-1.119,-0.381,-2.924,-50.470,-363.650,79.100
-1.231,-0.495,-3.770,-62.930,-358.120,100.100
-1.266,-0.584,-5.416,-80.570,-315.000,87.080
-1.238,-0.905,-7.327,-84.700,-58.520,68.950
-1.192,-1.026,-7.082,-76.580,157.640,43.750
-1.032,-0.954,-4.654,-61.460,265.020,26.810
-0.820,-0.804,-2.615,-37.520,268.310,3.430
-0.684,-0.803,-1.671,-13.790,243.390,-23.450
-0.417,-0.511,-1.588,0.000,243.040,-31.360
-0.311,-0.301,-1.441,13.370,248.780,-32.410
-0.241,-0.280,-1.152,24.570,246.680,-35.910
-0.161,-0.249,-0.782,31.150,220.500,-39.760
-0.048,-0.191,-0.815,38.500,200.760,-41.090
0.024,-0.199,-0.957,44.870,191.380,-45.500
0.053,-0.159,-1.037,42.980,186.550,-45.780
0.094,-0.129,-1.093,40.950,187.530,-45.920
0.126,-0.150,-1.053,36.680,186.830,-44.310
0.129,-0.213,-1.031,27.580,184.730,-49.630
0.143,-0.220,-1.046,17.010,191.940,-50.050
0.148,-0.204,-1.007,10.850,193.970,-52.220
0.146,-0.220,-0.972,7.910,196.630,-55.580
0.141,-0.164,-0.918,6.650,198.870,-54.670
0.138,-0.156,-0.884,6.370,200.340,-54.880
0.130,-0.128,-0.895,7.420,202.930,-53.340
0.140,-0.155,-0.907,9.030,208.670,-53.830
0.149,-0.164,-0.862,8.470,213.430,-53.270
0.160,-0.210,-0.801,6.440,219.100,-54.950

-0.411,-0.322,1.822,-78.820,217.630,63.280
-0.408,-0.417,1.888,-76.160,220.080,51.800
-0.451,-0.458,2.039,-68.950,211.890,38.780
-0.305,-0.463,2.225,-66.080,191.100,29.050
-0.282,-0.480,2.150,-67.130,175.630,17.360
-0.264,-0.385,2.105,-67.340,163.940,13.020
-0.237,-0.295,2.040,-64.330,148.190,13.580
-0.225,-0.242,1.912,-55.160,147.490,14.840
-0.207,-0.258,1.946,-38.430,147.350,14.700
-0.202,-0.316,2.041,-24.360,143.990,11.060
-0.189,-0.302,2.170,-8.610,131.040,8.820
-0.184,-0.278,2.199,8.470,122.290,6.930
-0.179,-0.313,2.298,22.330,114.240,0.910
-0.160,-0.253,2.494,32.690,95.410,0.560
-0.144,-0.233,2.547,33.180,62.790,1.610
-0.155,-0.232,2.467,30.240,48.860,2.310
-0.165,-0.220,2.465,26.250,39.060,4.060
-0.157,-0.257,2.545,24.150,25.270,3.570
-0.160,-0.306,2.620,23.660,8.960,0.140
-0.162,-0.309,2.703,23.800,-19.460,-2.100
-0.163,-0.288,2.670,27.510,-39.830,-3.150
-0.176,-0.333,2.604,39.200,-56.560,-10.150
-0.188,-0.290,2.516,48.650,-77.560,-13.790
-0.213,-0.205,2.457,57.120,-92.820,-14.070
-0.225,-0.143,2.381,67.270,-105.420,-13.090
-0.233,-0.074,2.342,72.380,-119.140,-9.450
-0.251,-0.078,2.231,77.350,-134.120,-8.890
-0.275,-0.082,2.154,76.580,-142.450,-9.380
-0.279,-0.064,2.124,70.490,-150.780,-9.310
-0.288,-0.021,2.095,60.480,-162.750,-7.000
-0.310,-0.011,2.101,48.580,-173.040,-4.410
-0.333,-0.030,2.095,33.530,-181.440,-2.870
-0.358,-0.084,2.162,26.110,-193.760,-3.150
-0.394,-0.197,2.226,21.210,-205.730,-11.410
-0.432,-0.284,2.283,17.430,-218.820,-19.740
-0.493,-0.246,2.317,19.460,-232.400,-25.970
-0.560,-0.148,2.345,25.340,-250.740,-25.410
-0.621,-0.074,2.368,51.520,-266.070,-21.630
-0.684,-0.084,2.379,49.560,-301.630,-21.000
-0.760,-0.060,2.335,60.690,-310.100,-18.760
-0.812,-0.050,2.205,81.550,-326.550,-17.150
-0.853,-0.051,2.075,90.090,-339.920,-16.730
-0.907,0.022,1.918,90.930,-355.320,-12.460
-0.920,0.076,1.818,86.030,-365.610,-4.340
-0.932,0.081,1.696,80.290,-374.850,-0.560
-0.939,0.084,1.540,72.730,-380.730,4.060
-0.945,0.051,1.485,59.570,-387.590,7.070
-0.921,0.045,1.362,50.540,-395.010,9.030
-0.946,0.058,1.223,39.550,-401.800,12.320
-0.883,0.073,1.050,30.450,-404.740,16.450
-0.875,0.082,0.761,21.770,-403.550,22.400
-0.822,0.045,0.718,16.660,-401.100,27.510
-0.760,0.011,0.592,19.390,-398.440,30.450
-0.709,-0.002,0.436,22.050,-391.370,34.790
-0.689,-0.064,0.347,23.520,-383.670,34.580
-0.629,-0.065,0.265,25.130,-375.760,33.810
-0.557,-0.026,0.208,25.130,-368.550,36.120
-0.518,-0.039,0.111,26.600,-364.280,37.100
-0.487,-0.043,-0.030,28.910,-354.200,37.590
-0.449,-0.028,-0.093,31.220,-342.440,38.570
-0.401,0.000,-0.088,33.600,-334.040,41.650
-0.347,-0.006,-0.113,34.300,-326.620,44.310
-0.304,0.005,-0.153,27.160,-323.610,45.990
-0.290,0.029,-0.240,18.480,-316.960,49.210
-0.252,0.075,-0.257,16.800,-313.740,55.300
-0.224,0.055,-0.311,15.120,-306.670,60.060
-0.203,0.021,-0.292,14.630,-304.640,64.260
-0.183,-0.044,-0.325,13.790,-301.210,66.570
-0.147,-0.066,-0.339,13.510,-299.110,68.390
-0.128,-0.109,-0.386,16.380,-295.680,69.440
-0.106,-0.160,-0.449,21.140,-289.870,69.860
-0.013,-0.233,-0.463,33.670,-283.010,73.010
-0.068,-0.424,-0.408,26.180,-284.480,57.890
-0.083,-0.403,-0.565,11.900,-268.590,52.150
-0.047,-0.345,-0.464,2.590,-265.370,45.010
-0.061,-0.428,-0.472,3.780,-268.240,35.630
-0.047,-0.395,-0.552,6.300,-269.990,28.700
-0.016,-0.324,-0.647,7.420,-269.010,27.020
0.000,-0.301,-0.742,8.610,-264.740,25.690
0.000,-0.316,-0.822,5.250,-259.140,23.030
0.023,-0.320,-0.903,3.080,-249.620,19.740
0.033,-0.298,-0.923,-2.030,-243.530,17.640
0.049,-0.269,-0.959,-9.100,-237.160,15.260
0.050,-0.269,-0.996,-13.930,-230.020,11.550
0.053,-0.238,-0.980,-20.440,-222.810,8.890
0.070,-0.185,-0.941,-34.090,-225.050,10.220
0.027,-0.207,-1.024,-28.140,-222.530,5.040
0.049,-0.103,-1.064,-19.460,-223.650,7.280
0.061,-0.156,-1.131,-16.380,-222.320,5.460
0.047,-0.178,-1.133,-14.700,-226.100,3.430
0.037,-0.149,-1.231,-6.930,-226.870,6.370
0.038,-0.193,-1.288,-2.240,-225.820,6.370
0.011,-0.244,-1.346,1.050,-223.370,3.430
-0.018,-0.308,-1.444,9.800,-228.270,-0.770
-0.050,-0.338,-1.589,10.850,-236.810,-5.530
-0.100,-0.397,-2.115,8.400,-235.060,-12.880
-0.122,-0.360,-2.553,0.840,-211.750,-15.960
-0.159,-0.306,-2.878,-2.660,-163.310,-15.400
-0.189,-0.285,-3.267,-8.750,-127.680,-12.670
-0.194,-0.314,-3.440,-7.490,-81.690,-12.530
-0.183,-0.283,-3.409,-14.700,-18.970,-11.410
-0.173,-0.269,-3.241,-25.900,19.390,-11.620
-0.150,-0.277,-3.018,-28.350,48.930,-13.580
-0.142,-0.300,-2.784,-25.270,83.650,-19.460
-0.121,-0.266,-2.591,-20.230,108.150,-24.080
-0.080,-0.144,-2.325,-16.870,126.980,-23.450
-0.065,-0.140,-1.997,-14.980,142.310,-24.780
-0.051,-0.086,-1.823,-11.270,148.330,-24.220
-0.017,-0.032,-1.722,-10.640,155.330,-22.190
0.009,-0.025,-1.671,-5.810,165.760,-22.750
0.032,0.003,-1.564,-4.130,172.690,-21.070
0.042,0.001,-1.501,-3.710,178.220,-19.810
0.057,-0.070,-1.495,8.400,186.760,-22.750
0.063,-0.057,-1.412,11.130,198.100,-23.030
0.052,-0.046,-1.303,15.680,205.870,-22.050
0.050,-0.020,-1.215,19.180,212.730,-19.250
0.043,-0.051,-1.140,22.750,219.450,-16.030
0.047,-0.100,-1.049,22.330,223.580,-14.630
0.038,-0.177,-0.993,23.520,229.880,-15.750

-0.825,0.325,1.417,-100.800,366.380,40.390
-0.776,0.346,1.415,-108.780,350.910,57.120
-0.730,0.316,1.409,-109.270,338.590,75.670
-0.727,0.171,1.412,-109.760,327.110,87.500
-0.707,0.012,1.329,-109.550,320.250,89.950
-0.712,-0.107,1.238,-114.590,318.920,89.810
-0.715,-0.128,1.238,-123.200,317.660,92.960
-0.725,-0.158,1.202,-139.230,319.970,98.770
-0.756,-0.264,1.203,-160.790,326.620,102.410
-0.777,-0.372,1.332,-181.720,336.770,104.650
-0.758,-0.484,1.589,-202.160,336.770,111.860
-0.710,-0.620,1.778,-198.240,324.660,110.810
-0.685,-0.741,2.006,-189.840,309.120,106.190
-0.639,-0.825,2.111,-156.800,288.960,96.040
-0.601,-0.879,2.159,-126.910,270.130,86.380
-0.578,-0.827,2.266,-97.790,236.110,80.080
-0.558,-0.739,2.347,-63.840,205.310,79.590
-0.530,-0.760,2.275,-11.550,181.790,77.000
-0.483,-0.911,2.160,14.700,169.050,68.460
-0.458,-0.984,2.135,39.970,158.410,56.910
-0.396,-1.007,2.110,60.340,152.180,45.010
-0.365,-0.991,2.077,84.350,154.840,27.510
-0.352,-1.008,2.242,99.820,154.210,10.360
-0.338,-0.944,2.454,114.800,126.560,-4.480
-0.305,-0.927,2.674,115.220,131.810,-22.960
-0.273,-0.744,2.934,103.530,111.510,-34.370
-0.262,-0.467,3.075,73.010,86.590,-35.000
-0.259,-0.314,3.171,49.980,76.300,-30.520
-0.241,-0.244,3.334,45.500,63.210,-24.080
-0.194,-0.288,3.340,45.360,17.710,-17.780
-0.364,-0.557,3.934,91.630,-59.430,-50.890
-0.301,-0.113,3.555,92.750,-173.390,-37.590
-0.258,0.102,1.887,82.460,-109.200,-7.630
-0.340,-0.230,2.437,91.840,-111.370,-10.430
-0.330,-0.264,2.490,108.220,-147.140,-12.040
-0.318,-0.187,2.196,109.340,-145.670,-6.790
-0.316,-0.203,2.212,105.700,-145.530,-3.710
-0.306,-0.252,2.374,94.220,-163.660,-5.250
-0.330,-0.256,2.376,79.590,-181.230,-7.420
-0.335,-0.208,2.317,68.040,-197.260,-8.750
-0.362,-0.181,2.279,60.690,-217.910,-8.750
-0.398,-0.136,2.186,63.140,-232.960,-7.350
-0.418,-0.139,2.088,61.110,-243.390,-3.780
-0.443,-0.150,1.978,63.070,-249.130,-0.700
-0.461,-0.226,1.923,72.030,-251.930,-2.030
-0.455,-0.316,1.955,83.580,-257.740,-6.580
-0.508,-0.394,1.943,102.620,-267.120,-16.310
-0.455,-0.408,1.862,111.650,-270.830,-24.990
-0.500,-0.346,1.812,115.990,-275.520,-31.920
-0.526,-0.189,1.824,114.380,-284.130,-32.270
-0.532,0.034,1.762,106.260,-291.200,-24.570
-0.561,0.173,1.743,89.740,-301.140,-15.540
-0.592,0.278,1.637,70.140,-311.150,-6.090
-0.601,0.359,1.593,54.670,-315.980,7.140
-0.610,0.322,1.603,33.810,-323.400,21.210
-0.652,0.242,1.553,24.010,-328.020,26.880
-0.665,0.154,1.541,20.020,-333.200,28.770
-0.638,0.130,1.476,18.060,-343.770,30.520
-0.633,0.089,1.351,17.080,-347.620,31.850
-0.634,-0.014,1.257,22.540,-349.580,28.210
-0.613,-0.061,1.176,27.580,-352.030,22.610
-0.577,-0.027,1.004,33.040,-360.010,15.680
-0.569,0.069,0.850,32.970,-361.480,19.600
-0.577,0.114,0.704,31.850,-349.790,25.760
-0.563,0.065,0.728,28.000,-345.870,27.930
-0.536,0.094,0.703,29.820,-348.110,34.440
-0.466,0.062,0.692,33.740,-348.530,36.820
-0.450,-0.010,0.671,29.610,-355.950,37.520
-0.441,0.029,0.513,22.890,-361.270,40.460
-0.430,0.080,0.326,19.460,-361.830,45.080
-0.412,0.078,0.177,20.510,-354.060,51.730
-0.382,0.037,0.162,20.650,-354.900,56.630
-0.355,-0.010,0.074,11.130,-357.840,59.990
-0.319,0.012,-0.090,1.610,-356.020,65.310
-0.304,-0.003,-0.239,-9.590,-347.410,71.330
-0.277,-0.043,-0.325,-15.750,-339.220,74.130
-0.266,-0.198,-0.452,-11.970,-323.750,66.710
-0.224,-0.203,-0.380,-9.030,-298.900,64.050
-0.159,-0.249,-0.485,-0.420,-283.710,57.400
-0.115,-0.282,-0.415,8.330,-273.070,47.040
-0.077,-0.206,-0.308,9.170,-269.920,43.960
-0.050,-0.137,-0.286,6.510,-270.340,45.010
-0.048,-0.039,-0.305,-0.140,-270.200,53.620
-0.033,-0.074,-0.274,-5.600,-274.260,59.010
-0.041,-0.093,-0.227,-12.670,-284.060,63.910
-0.093,-0.251,-0.378,-34.230,-280.560,57.120
-0.077,-0.236,-0.447,-44.030,-271.740,55.860
-0.085,-0.332,-0.462,-46.200,-269.080,47.670
-0.075,-0.397,-0.486,-43.400,-265.510,34.160
-0.064,-0.362,-0.481,-36.120,-264.250,27.790
-0.044,-0.334,-0.495,-29.050,-266.840,22.120
-0.050,-0.289,-0.564,-17.360,-267.190,18.830
-0.066,-0.245,-0.581,-8.960,-268.170,19.460
-0.079,-0.276,-0.614,1.330,-272.580,17.850
-0.098,-0.339,-0.676,9.870,-278.670,12.530
-0.143,-0.335,-0.800,14.840,-287.770,10.010
-0.174,-0.297,-0.930,20.580,-298.900,9.660
-0.207,-0.347,-1.184,21.210,-310.520,6.720
-0.255,-0.404,-1.628,16.030,-308.350,1.680
-0.257,-0.403,-2.224,11.830,-285.740,-2.940
-0.238,-0.366,-2.596,4.060,-248.150,-4.900
-0.216,-0.395,-2.688,2.170,-193.410,-7.700
-0.153,-0.420,-2.564,5.530,-137.340,-12.110
-0.119,-0.444,-2.393,8.470,-117.740,-20.090
-0.073,-0.453,-2.336,15.050,-102.900,-27.090
-0.073,-0.426,-2.298,14.770,-88.200,-33.110
-0.099,-0.339,-2.324,11.060,-81.340,-34.370
-0.135,-0.204,-2.415,4.620,-76.930,-31.570
-0.139,-0.140,-2.675,-1.330,-68.390,-27.370
-0.164,-0.118,-2.809,-9.520,-65.730,-22.820
-0.197,-0.061,-2.973,-24.570,-67.200,-17.850
-0.224,-0.073,-3.464,-33.810,30.170,-12.880
-0.193,-0.119,-3.298,-42.070,81.200,-11.130
-0.169,-0.116,-3.041,-50.820,121.100,-9.240
-0.162,-0.165,-2.562,-49.980,165.060,-11.060
-0.119,-0.165,-2.178,-43.540,185.220,-12.740
-0.084,-0.196,-1.866,-29.820,196.280,-19.180
-0.070,-0.210,-1.548,-14.980,202.370,-26.320
-0.029,-0.200,-1.382,-1.890,201.110,-31.710

-0.722,0.137,1.897,47.810,383.040,-88.410
-0.598,0.520,2.301,41.860,333.480,-69.440
-0.438,0.652,2.312,18.060,285.880,-51.240
-0.258,0.722,2.127,-18.620,226.100,-27.790
-0.143,0.664,1.799,-59.010,191.240,-2.450
-0.117,0.380,1.394,-98.560,173.250,5.600
-0.110,0.269,0.884,-117.180,173.390,12.390
-0.149,0.175,0.451,-121.870,202.510,18.340
-0.218,-0.064,0.310,-103.950,246.120,9.730
-0.287,-0.122,0.530,-77.910,279.230,-1.960
-0.320,-0.069,0.950,-47.460,302.050,-12.040
-0.346,0.056,1.204,-20.650,307.370,-18.830
-0.356,0.160,1.409,7.770,307.510,-24.430
-0.349,0.453,1.726,7.700,292.950,-11.900
-0.329,0.571,1.911,0.490,269.710,5.250
-0.297,0.556,1.970,-14.350,240.380,22.330
-0.267,0.438,1.973,-32.410,218.330,52.150
-0.247,0.223,1.914,-58.800,200.130,42.630
-0.213,0.115,1.767,-69.860,186.340,45.570
-0.198,-0.056,1.686,-75.250,182.980,40.250
-0.178,-0.207,1.720,-75.110,176.960,22.750
-0.176,-0.224,1.723,-73.640,168.140,12.250
-0.176,-0.175,1.656,-69.160,165.200,3.290
-0.181,-0.090,1.716,-68.460,159.250,-0.840
-0.183,0.006,1.737,-72.590,152.040,1.190
-0.193,0.085,1.709,-77.140,146.860,6.650
-0.202,0.087,1.663,-79.030,146.440,11.550
-0.201,0.035,1.718,-79.100,144.830,13.160
-0.200,0.017,1.799,-77.630,139.230,14.980
-0.183,-0.015,1.862,-67.900,131.880,15.400
-0.156,-0.084,1.920,-53.410,124.600,12.530
-0.131,-0.098,2.025,-39.690,111.090,9.310
-0.142,-0.084,2.073,-26.250,99.540,7.070
-0.129,-0.090,2.135,-11.970,84.420,3.010
-0.123,-0.050,2.127,-5.250,69.720,3.150
-0.120,-0.025,2.099,-3.500,57.050,4.130
-0.119,-0.047,2.080,-6.440,40.950,3.500
-0.108,-0.050,2.038,-11.410,30.170,3.290
-0.099,-0.057,1.963,-18.760,22.820,3.150
-0.102,-0.057,1.904,-25.410,18.060,3.080
-0.109,-0.075,1.904,-32.130,16.030,2.380
-0.113,-0.065,1.961,-35.910,11.690,2.800
-0.108,-0.051,2.009,-36.470,5.740,2.940
-0.101,-0.048,2.048,-32.480,-0.280,2.940
-0.129,-0.051,2.203,-27.440,-8.540,2.450
-0.139,-0.046,2.321,-16.590,-20.790,2.590
-0.150,-0.072,2.446,-7.280,-37.240,1.260
-0.156,-0.096,2.576,-0.210,-68.670,-1.540
-0.167,-0.064,2.553,4.060,-92.890,0.280
-0.187,-0.022,2.445,8.260,-111.370,3.780
-0.215,-0.049,2.327,13.160,-123.270,5.110
-0.246,-0.117,2.292,23.450,-134.820,2.100
-0.231,-0.152,2.411,35.490,-148.120,0.070
-0.301,-0.256,2.521,43.890,-169.750,-8.610
-0.325,-0.271,2.387,50.820,-198.730,-16.450
-0.364,-0.211,2.389,54.530,-217.350,-20.510
-0.408,-0.126,2.272,53.830,-232.260,-20.580
-0.445,-0.098,2.149,51.800,-242.060,-21.420
-0.472,-0.041,2.052,47.950,-251.860,-18.410
-0.531,-0.024,2.000,45.220,-257.880,-15.470
-0.543,-0.038,1.974,49.560,-263.690,-12.460
-0.561,-0.020,1.972,52.360,-273.700,-10.220
-0.595,-0.026,1.948,55.510,-284.130,-7.560
-0.604,-0.077,1.962,66.290,-298.130,-10.920
-0.614,-0.077,1.898,68.110,-312.830,-11.690
-0.608,0.015,1.767,68.810,-330.750,-7.280
-0.629,0.066,1.655,61.110,-343.140,-1.330
-0.644,0.076,1.467,52.150,-349.370,4.830
-0.642,0.075,1.300,45.010,-350.770,10.010
-0.609,0.100,1.146,38.570,-348.670,15.820
-0.591,0.080,1.025,33.110,-346.570,20.650
-0.561,0.029,0.926,33.250,-341.110,21.490
-0.512,0.013,0.899,26.740,-338.520,22.750
-0.459,0.035,0.888,21.420,-339.080,26.740
-0.456,-0.030,0.806,18.130,-338.310,27.720
-0.447,-0.112,0.725,15.260,-332.010,23.870
-0.399,-0.139,0.719,17.360,-329.560,16.590
-0.357,-0.062,0.694,16.380,-331.170,15.540
-0.333,0.003,0.602,15.260,-333.270,16.800
-0.294,0.075,0.515,12.600,-334.530,21.140
-0.255,0.128,0.446,12.110,-337.260,29.890
-0.238,0.106,0.346,10.640,-337.960,35.280
-0.224,0.066,0.232,7.350,-336.280,38.990
-0.208,0.037,0.145,7.840,-333.130,41.580
-0.203,-0.059,0.038,17.290,-325.780,37.520
-0.165,-0.057,0.016,16.450,-318.290,36.820
-0.154,-0.003,-0.022,17.850,-307.160,40.740
-0.134,-0.111,-0.055,19.880,-298.620,36.750
-0.094,-0.146,-0.107,22.540,-290.360,30.310
-0.046,-0.057,-0.146,24.080,-281.260,31.150
0.121,0.005,-0.113,21.070,-277.410,34.930
0.025,0.000,-0.135,16.520,-277.340,37.310
0.034,-0.001,-0.189,10.080,-277.620,40.600
0.043,0.024,-0.281,5.740,-275.310,44.100
0.046,0.021,-0.343,1.400,-268.730,48.300
0.061,-0.023,-0.364,-0.070,-264.670,50.750
0.060,-0.078,-0.375,-6.160,-261.520,50.820
0.069,-0.089,-0.383,-10.780,-258.090,53.900
0.139,-0.095,-0.354,-6.090,-259.280,58.310
0.077,-0.256,-0.408,-18.200,-258.440,46.060
0.116,-0.221,-0.487,-41.930,-250.950,44.870
0.132,-0.267,-0.482,-44.940,-248.640,40.110
0.117,-0.363,-0.499,-41.720,-251.790,30.030
0.131,-0.360,-0.609,-34.650,-250.110,20.230
0.134,-0.331,-0.693,-23.450,-245.840,14.490
